run_id,experiment_id,status,metrics.test_loss,metrics.train_loss,params.hydrocarbons,params.subgraph_depth,params.collective,params.funnel,params.dataset,params.cycle_size,params.paths,params.relaxations,params.oxy,params.nitro,params.y_shape,params.parameter_size,params.model,params.cycles,params.max_depth,params.num_layers,params.learning_rate,params.sulfuric,params.architecture,params.circular,params.nbhoods,params.chem_rules,params.subgraphs
6fdbe7884261486b9f9e1b4c6931d503,2185254781789756,FINISHED,0.32786885245901637,0.16043502673075147,True,7,False,False,skin_reaction,8,True,False,True,True,False,3,gnn,True,1,1,0.0010445862418785822,False,CCD,True,True,,
487db19c1d0345a3b92571d5f796b15e,2185254781789756,FINISHED,0.3360655737704918,0.1761448187163128,True,2,True,False,skin_reaction,8,True,False,False,False,True,4,gnn,False,1,1,0.00024563014184646143,True,CCE,True,True,,
87ee1fb1a4f04ed0963804bc34fc03e1,2185254781789756,FINISHED,0.24479166666666666,0.15143383943310623,True,1,False,False,oral_bioavailability,4,True,False,True,False,False,3,gnn,False,1,1,0.0016960983702595713,True,CCE,False,False,,
c080b6e7ceee443e9f6b06959650e10e,2185254781789756,FINISHED,0.1206896551724138,0.08301587013468399,False,5,False,False,human_intestinal_absorption,4,True,True,True,False,False,4,gnn,False,1,3,0.013691666963503586,False,CCD,True,True,,
49d8159fc7254931b1d71583d39f6a50,2185254781789756,FINISHED,0.10919540229885058,0.0626376609767382,False,2,True,False,human_intestinal_absorption,6,True,False,False,True,False,3,gnn,False,1,4,0.0036664371750707503,True,CCE,False,False,,
04b5c2ed44a748fcaf28febe48e36b3f,2185254781789756,FINISHED,0.3770491803278688,0.21127914537232925,True,6,False,False,skin_reaction,7,True,False,True,False,False,2,gnn,True,1,1,0.00015926467134586947,False,CCD,True,True,,
1745be498082439abe615e9ae8a9eaf7,2185254781789756,FINISHED,0.3360655737704918,0.13585123519416512,True,1,True,False,skin_reaction,10,True,False,False,False,True,4,gnn,False,1,1,0.0006039213844118968,True,CCE,True,True,,
2306dbc5c7fd476c9a5b4456693a450c,2185254781789756,FINISHED,0.3442622950819672,0.17508660867857587,True,1,True,False,skin_reaction,9,True,False,False,False,True,4,gnn,False,1,1,0.0004643867772538129,True,CCE,True,True,,
ad108f7fa8ae4862a73e65091424597a,2185254781789756,FINISHED,0.11494252873563218,0.0880526400011348,False,8,False,False,human_intestinal_absorption,8,False,True,True,True,False,1,gnn,False,1,4,0.003602940861158078,False,CCD,True,True,,
ad50ec7f6f36413fa1f4fb7a267eeb95,2185254781789756,FINISHED,0.3524590163934426,0.16003587313832798,True,8,False,False,skin_reaction,9,True,False,True,False,False,3,gnn,True,1,1,0.0034057569527611064,False,CCD,True,True,,
e17e27cb54a4473585b5e5406d831361,2185254781789756,FINISHED,0.2604166666666667,0.17629825572943328,False,4,True,False,oral_bioavailability,8,False,False,True,True,False,3,gnn,False,1,3,1.307167967334561e-05,True,CCD,False,True,,
f9a19244a4ec4e79a47e98d8b5ef8527,2185254781789756,FINISHED,0.08620689655172414,0.06798072488950055,False,3,True,False,human_intestinal_absorption,8,True,False,False,True,True,4,gnn,True,1,2,0.00037606218649312664,True,CCE,True,False,,
24152ca5b5b44153b567a01673f1d45b,2185254781789756,FINISHED,0.3770491803278688,0.1262201937741533,True,8,True,False,skin_reaction,9,True,False,False,False,True,4,gnn,False,1,2,0.0012254422637634583,False,CCE,False,True,,
31f7eba4e6ab45a4bbbf51ab9786e3d0,2185254781789756,FINISHED,0.22916666666666666,0.15058338332367552,False,1,False,False,oral_bioavailability,10,True,False,False,False,False,4,gnn,False,1,1,0.001520652960486939,True,CCE,True,False,,
627fc36baa92436096839b5fd6248ad0,2185254781789756,FINISHED,0.3770491803278688,0.20952288266353145,True,1,False,False,skin_reaction,8,False,False,False,False,True,2,gnn,True,1,1,0.00033389857501195234,True,CCE,True,True,,
6952cac0a9444413bb5a2b1eef390254,2185254781789756,FINISHED,0.319672131147541,0.184360557358794,True,7,False,False,skin_reaction,8,True,False,True,False,False,3,gnn,True,1,1,0.007106703978236142,False,CCD,True,True,,
cdfcd454dd8b4af3809fe6af0f894c1f,2185254781789756,FINISHED,0.3442622950819672,0.1748331265422542,True,1,True,False,skin_reaction,5,True,False,False,True,True,4,gnn,False,1,1,0.00018085914949572703,True,CCE,True,True,,
10d28f1b81e8450faceed7a82eecdd62,2185254781789756,FINISHED,0.12643678160919541,0.0857827768173485,False,4,True,False,human_intestinal_absorption,4,True,True,True,False,False,3,gnn,False,1,2,0.00023057860126605802,False,CCD,False,False,,
f89748c043814b0ba22bb9df1e454d42,2185254781789756,FINISHED,0.38524590163934425,0.2234134619146446,True,1,True,False,skin_reaction,7,True,False,False,False,True,3,gnn,False,1,2,2.4011515539541752e-05,True,CCE,True,False,,
5f3252bedf124159a331b307a49f5029,2185254781789756,FINISHED,0.25,0.16105921757031877,True,2,False,False,oral_bioavailability,6,False,True,False,True,False,4,gnn,False,1,2,0.00021780016233823932,True,CCD,False,True,,
066a85518e124df598730a5340fd4188,2185254781789756,FINISHED,0.3360655737704918,0.1584861815866942,True,7,False,False,skin_reaction,8,True,False,True,False,False,3,gnn,True,1,1,0.0018780542431927232,False,CCD,True,True,,
